,Repository,Forks,avg_grade,Correlation
43,RealTimeCoordinationLibrary,4,0.10915243828903007,-0.07850685911886661
44,File-HomeDir,4,0.30007294103709076,-0.07850685911886661
45,test,0,0.5788044811951696,-0.07850685911886661
46,SynWrite,18,0.22878475260182618,-0.07850685911886661
47,registration-plates,1,0.06250826779100706,-0.07850685911886661
48,Pulsum-Plantae,20,0.23890194952323443,-0.07850685911886661
49,con_cache,58,0.05931214005070122,-0.07850685911886661
50,design-b,1,0.6035632075296307,-0.07850685911886661
51,glowing-lana,0,0.13819125330260598,-0.07850685911886661
52,LAB8,0,0.2492057017129234,-0.07850685911886661
53,juliaparsec,1,0.1469430008914561,-0.07850685911886661
54,introducao-a-programacao-livro,18,0.1011308901893255,-0.07850685911886661
55,swingame,8,0.17625454348468125,-0.07850685911886661
56,UOAuthClient,0,0.04737956125040306,-0.07850685911886661
57,ssdn_puredata,0,0.619249769669289,-0.07850685911886661
58,3D_Models,102,0.34934267858654316,-0.07850685911886661
59,sf-building,1,0.40369287318532904,-0.07850685911886661
60,activity-visualizer,1,0.41021398389277763,-0.07850685911886661
61,quality-tree,0,0.6442544729981523,-0.07850685911886661
62,wasabi,59,0.0441893994382538,-0.07850685911886661
63,draw,2,0.274696156898638,-0.07850685911886661
64,lasso-oauth,1,0.5,-0.07850685911886661
65,ada-fuse,3,0.09906830304067521,-0.07850685911886661
66,RCUDA,10,0.1946096647940725,-0.07850685911886661
67,journal2ebook,10,0.11889255048364922,-0.07850685911886661
68,ExpertSystem,0,0.16412237324125453,-0.07850685911886661
69,Mosfets,0,0.3983084881253457,-0.07850685911886661
70,UART_module,0,0.5,-0.07850685911886661
71,landsat-downloader,4,0.09548154502589368,-0.07850685911886661
72,textbook-generator,0,0.25136123487477613,-0.07850685911886661
73,BluetoothControl,0,0.1418873542204165,-0.07850685911886661
74,CHClanChat,2,0.14700587754836586,-0.07850685911886661
75,Otium-OS,0,0.31698535908538433,-0.07850685911886661
76,postJSON.gs,1,,-0.07850685911886661
77,vala-magento,0,0.35285556525204487,-0.07850685911886661
78,readback,0,0.2854487106781544,-0.07850685911886661
79,SimJulia.jl,35,0.020958083832335335,-0.07850685911886661
80,solMakerMKII,1,0.4127163903707031,-0.07850685911886661
81,rust-lua,2,0.12120016849377269,-0.07850685911886661
82,WinFF,0,0.1341594649837501,-0.07850685911886661
83,pettil,3,0.1508185130502967,-0.07850685911886661
84,FlashPlayer,0,0.3606126298842206,-0.07850685911886661
85,m3u,1,0.2056612426216621,-0.07850685911886661
86,audit-trigger,212,0.061736742177856796,-0.07850685911886661
87,curecode,4,0.5549329124700555,-0.07850685911886661
88,notes,0,0.19723899295321357,-0.07850685911886661
89,osc.io,0,0.5642324177220632,-0.07850685911886661
90,GSL.jl,28,0.2784670883441031,-0.07850685911886661
91,LizViz,0,0.4086828490442419,-0.07850685911886661
92,Rcompression,6,0.4457448018654181,-0.07850685911886661
93,7squared,0,0.32853053019850337,-0.07850685911886661
94,ns2stats_web_source,1,0.1452293872926348,-0.07850685911886661
95,e100,0,0.0930803257217947,-0.07850685911886661
96,fots-basex,4,0.29041394923918273,-0.07850685911886661
97,SimpleOS-v2,0,0.2641729877042429,-0.07850685911886661
98,strands,0,0.2892745634239428,-0.07850685911886661
99,Hello-World,0,,-0.07850685911886661
100,autovala,15,0.058453195083531674,-0.07850685911886661
101,cleanSWF,1,0.3311533237324778,-0.07850685911886661
102,Kelm,0,0.10297962934278865,-0.07850685911886661
103,ai,2,0.24198620200750398,-0.07850685911886661
104,ECE437-MIPS-cached-processor,0,0.3854174837543818,-0.07850685911886661
105,ECE437-MIPS-pipelined-processor,1,0.6082763701714309,-0.07850685911886661
106,ECE437-MIPS-single-cycle-processor,1,0.31026574817504476,-0.07850685911886661
107,laweasyread-data,2,0.15426580161736062,-0.07850685911886661
108,Intersection,2,0.4367499491565686,-0.07850685911886661
109,pandabrew,1,0.3461718636266427,-0.07850685911886661
110,sfdc-kc,0,0.15486456670965798,-0.07850685911886661
111,0xVim,1,0.05980897576847906,-0.07850685911886661
112,usbHid1769,0,0.3418038956485948,-0.07850685911886661
113,funKTionale,69,0.0962995873916852,-0.07850685911886661
114,MixedModels.jl,45,0.2022509639206732,-0.07850685911886661
115,auxos-ros-pkg,0,0.09052651721982387,-0.07850685911886661
116,apple_scripts,6,0.1296596967987992,-0.07850685911886661
117,OpenPics,16,0.23216922230569625,-0.07850685911886661
118,Cappucino-Test-ArrayController1,0,0.14307292584110495,-0.07850685911886661
119,Quandl.jl,33,0.35074171979424146,-0.07850685911886661
120,MPFR.jl,1,0.10707346023313646,-0.07850685911886661
121,image_adapter,0,,-0.07850685911886661
122,MD_workflow,13,0.7182333250254079,-0.07850685911886661
123,Dist-Zilla-PluginBundle-RJBS,6,0.10057558141210837,-0.07850685911886661
124,netpred,2,0.4280677078163973,-0.07850685911886661
125,gr-fcdproplus,18,0.20847660536131085,-0.07850685911886661
126,resonate13_kirnshop,0,0.1377331613482171,-0.07850685911886661
127,pindel,87,0.34155887260009643,-0.07850685911886661
128,rygel,11,0.07769915411248841,-0.07850685911886661
129,puremvc-haxe-multicore-framework,7,0.2507458974617834,-0.07850685911886661
130,ndyacclex,17,0.43814416671783846,-0.07850685911886661
131,GeoAlg.jl,5,0.632748659908706,-0.07850685911886661
132,thinker,0,0.3344918557783383,-0.07850685911886661
133,shocksInBurgersEquation,0,0.39331448647686573,-0.07850685911886661
134,sc_periph,5,0.2879018790637842,-0.07850685911886661
135,JADA_Tech-ENGR100,1,,-0.07850685911886661
136,lovebeat,8,0.06258889635727682,-0.07850685911886661
137,sawfish,26,0.04021015692475676,-0.07850685911886661
138,Si4707_Breakout,12,0.4949025510810371,-0.07850685911886661
139,WWDCNotify,1,0.07452899407551877,-0.07850685911886661
140,ADT,5,0.09261861348560993,-0.07850685911886661
141,cm_device_rockchip_rk2918,1,0.15330835147188546,-0.07850685911886661
142,Asteroids_Vala,1,0.2488552103469951,-0.07850685911886661
143,puremvc-haxe-util-async-stub,1,0.22384506480453445,-0.07850685911886661
144,ElectricalEnergyStorage,14,0.21902771800182289,-0.07850685911886661
145,openni_launch,25,0.08151679354248222,-0.07850685911886661
146,numbapro-examples,93,0.14795779578529406,-0.07850685911886661
147,Clannad_VN_Flowcharts,4,0.28001753036590615,-0.07850685911886661
148,metalib,21,0.2374751962041292,-0.07850685911886661
149,puremvc-haxe-demo-xinf-stopwatch,1,0.2352211463461653,-0.07850685911886661
150,tcl-misc,0,0.27404287466793675,-0.07850685911886661
151,g33k,157,0.041875897540549836,-0.07850685911886661
152,Autofacto,0,0.991720650336129,-0.07850685911886661
153,Test-Differences,8,0.14155520405058514,-0.07850685911886661
154,q3,24,0.43604440632907504,-0.07850685911886661
155,WarehousePhone,6,0.18349759819184422,-0.07850685911886661
156,LAB-Streaming-API-Demo,1,0.5,-0.07850685911886661
157,openshift-neko-nginx,2,0.1534131044737722,-0.07850685911886661
158,sdram_controller,2,0.3617618249499521,-0.07850685911886661
159,railway-validator,1,0.3074350903064522,-0.07850685911886661
160,WordPerfect,1,,-0.07850685911886661
161,lingex,8,0.22819833407634593,-0.07850685911886661
162,glfw-rs,115,0.4270434674492223,-0.07850685911886661
163,currentlyPlaying,0,0.08553854059511588,-0.07850685911886661
164,salesforceApp,0,,-0.07850685911886661
165,tode,16,0.2373801001187632,-0.07850685911886661
166,p6-IO-Path-More,4,0.1530187458374077,-0.07850685911886661
167,PAsty-Bridge,0,0.11369602297467729,-0.07850685911886661
168,angular-gestures,105,0.2677567086872963,-0.07850685911886661
169,gntp-plugin,0,0.4174373695523528,-0.07850685911886661
170,mtocoq,0,0.195255809569106,-0.07850685911886661
171,max_package_downloader,7,0.44670017404209567,-0.07850685911886661
172,WasteWater,34,0.25286850597463784,-0.07850685911886661
173,larceny,29,0.3610514773534377,-0.07850685911886661
174,docs,27,0.1395478429555086,-0.07850685911886661
175,AutoHotKey,2,0.2829562508335631,-0.07850685911886661
176,xpressada,0,0.5562944625026255,-0.07850685911886661
177,Alfred-WorkFlows,8,0.10456787422460656,-0.07850685911886661
178,Spot,4,0.415417336629725,-0.07850685911886661
179,FilmRedux,1,0.28404443287629977,-0.07850685911886661
180,sandbox,0,0.44652914375850883,-0.07850685911886661
181,nested,4,0.21020764467470499,-0.07850685911886661
182,bakkabot,1,0.1928695780176861,-0.07850685911886661
183,Synthesizer,0,0.23707434995715765,-0.07850685911886661
184,gtkimageview,0,0.6975004437878174,-0.07850685911886661
185,SeasonHunter,0,0.539660985703829,-0.07850685911886661
186,CLIP,11,0.15314830781951955,-0.07850685911886661
187,ws_fnc,5,0.16079217734187,-0.07850685911886661
188,Grim-Fandango-Setup-and-Launcher,2,0.49687403880271586,-0.07850685911886661
189,adobe-blank,12,0.16630920604172156,-0.07850685911886661
190,illucia_dtr,10,0.18762661800594624,-0.07850685911886661
191,Push,2,0.14652910276507808,-0.07850685911886661
192,Balanduino,98,0.09145534112343048,-0.07850685911886661
193,ops-platform-setup,4,0.13011169770681844,-0.07850685911886661
194,rose_backup,2,0.5,-0.07850685911886661
195,visages-superproject,4,0.16731269152804162,-0.07850685911886661
196,HaxePunk-UI,5,0.0790940821495464,-0.07850685911886661
197,bats-dev,0,0.3610683750026382,-0.07850685911886661
198,key-defender,0,0.3838328405508167,-0.07850685911886661
199,ceylon-hands-on,0,0.5,-0.07850685911886661
200,bitcoin_arbitrage,17,0.29147523673149794,-0.07850685911886661
201,uboot,11,0.17593444425988408,-0.07850685911886661
202,Unstack2,2,0.2734918840178744,-0.07850685911886661
203,firefly-ice-electronics,1,0.28096733113176176,-0.07850685911886661
204,bf,1,0.2021720976038109,-0.07850685911886661
205,nu-postgresql,5,0.05327026022967093,-0.07850685911886661
206,motionsplan_exercise_program,0,0.22429562643934992,-0.07850685911886661
207,neptune,2,0.19563357299234313,-0.07850685911886661
208,GoogleCharts.jl,7,0.07187828193024554,-0.07850685911886661
209,vhdlstuff,4,0.07283867132562838,-0.07850685911886661
210,MobiWare,2,0.05048750908075747,-0.07850685911886661
211,SCSocket,0,0.8016247783373561,-0.07850685911886661
212,benchmarks_kt,1,0.06542876646102619,-0.07850685911886661
213,meta-linaro,1,0.12099340309406853,-0.07850685911886661
214,io-stuff,0,0.7748818744578865,-0.07850685911886661
215,the-wiki,2,0.3325039923735117,-0.07850685911886661
216,tarbz2.com,1,0.11232984362335964,-0.07850685911886661
217,autotrace,0,0.3845194297213405,-0.07850685911886661
218,ns2-tcp-performance,5,,-0.07850685911886661
219,webdev-env,0,0.5575193334556213,-0.07850685911886661
220,hygdrop,6,0.17495718640872257,-0.07850685911886661
221,tictactoe,0,0.09997391253340143,-0.07850685911886661
222,aoSpider,0,0.12199291907544071,-0.07850685911886661
223,PowerSystems,32,0.1295785162502569,-0.07850685911886661
224,rhawk,1,0.18116953918834747,-0.07850685911886661
225,TradingSystem.jl,2,0.31005254450334474,-0.07850685911886661
226,Get2Search,1,0.5,-0.07850685911886661
227,SearchProviders,0,0.43736866563073723,-0.07850685911886661
228,playground-factor,4,0.18910695900863372,-0.07850685911886661
229,rssReader,0,0.18362825587048218,-0.07850685911886661
230,autohotkey-obfuscator,24,0.7175400930740861,-0.07850685911886661
231,cf-primer,6,0.18604615425142723,-0.07850685911886661
232,decimex,3,0.19066510030180844,-0.07850685911886661
233,cleboundaries,1,0.3318772025440364,-0.07850685911886661
234,BangYourHead,9,0.3051019023595163,-0.07850685911886661
235,StoreConnect,1,0.2846766310512697,-0.07850685911886661
236,wolfhbot,4,0.22587348230935128,-0.07850685911886661
237,Bitcoin-24-Apps-Script,0,0.7568304664166688,-0.07850685911886661
238,Web-App-Ballet,4,0.07947345062100944,-0.07850685911886661
239,opa-reactive-demos,1,0.4208146257503772,-0.07850685911886661
240,applescripts,8,0.27780768337706724,-0.07850685911886661
241,raingcal,0,0.0,-0.07850685911886661
242,Addons_Recent_Updates,2,0.09951476427571132,-0.07850685911886661
243,gobot,1,0.18788015268247993,-0.07850685911886661
244,conserve,14,0.1111886426196082,-0.07850685911886661
245,CAVEAT,0,0.49384048118186624,-0.07850685911886661
246,ml-skos,0,0.2192455982738604,-0.07850685911886661
247,PersistentAda,2,0.5,-0.07850685911886661
248,programming-in-livescript,0,0.23950970468225669,-0.07850685911886661
249,Prime_Numbers,0,0.2606020543817763,-0.07850685911886661
250,ludum-dare-26,0,0.3275768014374787,-0.07850685911886661
251,microelec,2,0.29863809350959436,-0.07850685911886661
252,margarita,9,0.13202647690478786,-0.07850685911886661
253,configs,0,0.22213489042741874,-0.07850685911886661
254,pharo-ci,2,0.28698323723517744,-0.07850685911886661
255,policyman,0,0.5719598730065304,-0.07850685911886661
256,gervaise_quart_livre_de_danceries,1,0.18682633766192502,-0.07850685911886661
257,vhdl,0,0.47966055373457006,-0.07850685911886661
258,Hover_the_Brainbow,2,0.18587490517695177,-0.07850685911886661
259,dartlang-bzip2,1,0.17271102187116122,-0.07850685911886661
260,forth-cpu,21,0.08858133795239898,-0.07850685911886661
261,openscad,4,0.17035269538604714,-0.07850685911886661
262,avalanche,3,0.1786536222020979,-0.07850685911886661
263,BreakoutBoards,0,0.4228911904247099,-0.07850685911886661
264,iPython_Notebook,1,0.32223836758165103,-0.07850685911886661
265,tkhostman,0,0.3770471487334437,-0.07850685911886661
266,klaxon,124,0.12909596507352766,-0.07850685911886661
267,lc3ide,1,0.13548492239837542,-0.07850685911886661
268,tapsterbot,103,0.24143207266321598,-0.07850685911886661
269,rust-magickwand,0,0.20082201741177225,-0.07850685911886661
270,jr1,0,0.07882104577412977,-0.07850685911886661
271,bo-ios,0,0.30675207608343596,-0.07850685911886661
272,highlow,0,0.2110555934838759,-0.07850685911886661
273,mypaper,1,0.4332132094801448,-0.07850685911886661
274,viscosity,1,0.5129481317808211,-0.07850685911886661
275,perft_gpu,2,0.25939970357067677,-0.07850685911886661
276,fugu-pass,1,0.2571122721306305,-0.07850685911886661
277,Iliwi,2,0.29706051640477693,-0.07850685911886661
278,ada-Stopwatch,3,0.8957559314757353,-0.07850685911886661
279,rep_scala,0,0.7212536120797403,-0.07850685911886661
280,logging-annotation,2,0.6655612968562306,-0.07850685911886661
281,process-explorer,5,0.4332003760678279,-0.07850685911886661
282,software-foundations,6,0.2663416033957868,-0.07850685911886661
283,oe-core,3,0.05173447581203497,-0.07850685911886661
284,hector_models,47,0.2818160089340373,-0.07850685911886661
285,bfunc1,0,0.25151687603831063,-0.07850685911886661
286,jast,1,0.1739021127088551,-0.07850685911886661
287,twhgis,1,0.14570532439353295,-0.07850685911886661
288,xilinx2,0,0.09001716222731082,-0.07850685911886661
289,aster,0,0.33009885714646636,-0.07850685911886661
290,PongProject,0,0.22889885220931339,-0.07850685911886661
291,Pixelshop,0,0.5561554745764227,-0.07850685911886661
292,piggdSmeltScrapMetal2.1,1,0.15164602829431456,-0.07850685911886661
293,salt-states,2,0.32393529140670496,-0.07850685911886661
294,DesktopSearch,0,0.0629240052606056,-0.07850685911886661
295,licenses,1,0.25250029549860054,-0.07850685911886661
296,carousel,6,0.41709327992895723,-0.07850685911886661
297,bertha,1,0.14031070023126696,-0.07850685911886661
298,lapiswiki,1,0.357133929197896,-0.07850685911886661
299,techgi,0,0.38698449502970234,-0.07850685911886661
300,Frogger3.85,1,,-0.07850685911886661
301,ellihandler,3,0.19332965533285962,-0.07850685911886661
302,meta-exosense,2,0.2790219400699627,-0.07850685911886661
303,rust-experiments,0,0.1643116125312047,-0.07850685911886661
304,hogs,0,0.16089968049191894,-0.07850685911886661
305,MIPS32,8,0.20679175412796677,-0.07850685911886661
306,mztx06a,16,0.05499605822457021,-0.07850685911886661
307,arXiv-fetcher,0,0.12439093328208825,-0.07850685911886661
308,bash,0,0.1658236427093362,-0.07850685911886661
309,SLAE32,0,0.18052268544659547,-0.07850685911886661
310,SCR,0,0.31456122436529177,-0.07850685911886661
311,ampro,1,0.26672974667604243,-0.07850685911886661
312,CGRASP.jl,4,0.4365891323732878,-0.07850685911886661
313,fpw,0,0.206275457268,-0.07850685911886661
314,vDome-max,1,0.09769602273073189,-0.07850685911886661
315,apex-utils,1,0.12889458451133518,-0.07850685911886661
316,Pentax-S5z-LED-ring,0,0.2954242275707827,-0.07850685911886661
317,limioptic,0,0.19856866498483294,-0.07850685911886661
318,Mandelbrot-VHDL,2,0.13399916269622308,-0.07850685911886661
319,CSS-Grammar-raku,5,0.28674852079420643,-0.07850685911886661
320,dicp,0,0.4332030442922862,-0.07850685911886661
321,grammar-julia,0,0.1478696780093199,-0.07850685911886661
322,Curvelet.jl,7,0.1054577381637176,-0.07850685911886661
323,JSON.awk,78,0.022020902788066427,-0.07850685911886661
324,kanto,0,0.2288227544376698,-0.07850685911886661
325,cachemoney,0,0.2512429342663329,-0.07850685911886661
326,storyteller,9,0.36754865715135726,-0.07850685911886661
327,learning_coqt,0,0.5939896991991636,-0.07850685911886661
328,plagel.io,0,0.6846423603857831,-0.07850685911886661
329,spec.io,0,0.2981123664056396,-0.07850685911886661
330,hyakuman_no_kiseki,0,0.6193326270914952,-0.07850685911886661
331,Pivotal,5,0.2666123948474055,-0.07850685911886661
332,forensics-research,0,0.1738950945785823,-0.07850685911886661
333,PHYS20213,0,0.23037603830711634,-0.07850685911886661
334,kotlin-workshop,1,0.6269246358784087,-0.07850685911886661
335,vntnew,0,0.18385543423044504,-0.07850685911886661
336,android-hackabot-cad,0,0.25026932064673707,-0.07850685911886661
337,v1.pirhoo.com,0,0.2808342423779585,-0.07850685911886661
338,IntroToApexLondon2013,1,0.33760796878753246,-0.07850685911886661
339,DeleteThisRepo,1,0.5,-0.07850685911886661
340,PHYS202-S13,0,0.07813432485725023,-0.07850685911886661
341,exjobb,0,0.28437315271834973,-0.07850685911886661
342,CSP-X10,0,0.23415662285771494,-0.07850685911886661
343,packin,0,0.2583947300607573,-0.07850685911886661
344,WingFly-Shield,3,0.05736301987933166,-0.07850685911886661
345,etc,0,0.20128917269210375,-0.07850685911886661
346,mirror-shard,3,0.1194874368984836,-0.07850685911886661
347,sw_foc_motor_control,9,0.379659237791798,-0.07850685911886661
348,Luanda,0,0.41139597191087623,-0.07850685911886661
349,Flux_PD,0,0.03741284717847862,-0.07850685911886661
350,amuse,89,0.09000644039711789,-0.07850685911886661
351,string-clustering,0,0.12406661219515429,-0.07850685911886661
352,KaraPlugin,0,0.24077237181480116,-0.07850685911886661
353,aule,0,0.037519349009989544,-0.07850685911886661
354,GoogleAppsScript,0,0.15667647834210838,-0.07850685911886661
355,elixir-operators,1,0.0674671267491602,-0.07850685911886661
356,ccsltsnp2013,0,0.1714418479436548,-0.07850685911886661
357,electricimp-nRF24L01,0,0.16209321748112532,-0.07850685911886661
358,neurlang,24,0.1851081666593265,-0.07850685911886661
359,Arduino-Project,0,0.2892065088196783,-0.07850685911886661
360,pcb,0,0.4008115175291861,-0.07850685911886661
361,agda-miscellanea,1,0.26310962633480345,-0.07850685911886661
362,makeroot,0,0.09163510854467193,-0.07850685911886661
363,phd-experiments,0,0.5089233332572813,-0.07850685911886661
364,elixir-oop,2,0.271189997857248,-0.07850685911886661
365,ad4julia,2,0.02017201638735026,-0.07850685911886661
366,ex_doc,261,0.04083794560736246,-0.07850685911886661
367,PySide.jl,6,0.3042984024270621,-0.07850685911886661
368,iopackage,2,0.23083621018452394,-0.07850685911886661
369,xqiv,0,0.20426631477649554,-0.07850685911886661
370,Rtorrent-Auto-Install,115,0.1648546234548139,-0.07850685911886661
371,moonshot-ui,1,0.08620329822547654,-0.07850685911886661
372,uvm-utest,1,0.3244665827796437,-0.07850685911886661
373,7l7w-io,0,0.3649504143021286,-0.07850685911886661
374,studies,1,0.5714094741330181,-0.07850685911886661
375,PSGI,7,0.09218408928444774,-0.07850685911886661
376,sourcemod-huntsman-hell,0,0.13510022655616205,-0.07850685911886661
377,arpm,0,0.1083686578577587,-0.07850685911886661
378,jphiz,0,0.3766339647903099,-0.07850685911886661
379,jira-status-board,5,0.3332604217267762,-0.07850685911886661
380,system_F_sub,0,0.296149790029123,-0.07850685911886661
381,ruby-ohai,0,0.13950673723737722,-0.07850685911886661
382,kitlogisticsweb,0,0.015029181187868036,-0.07850685911886661
383,FLOP,0,0.1641027120509514,-0.07850685911886661
384,dfuw-ahk,0,0.19631090852740868,-0.07850685911886661
385,shotwell,0,0.07678793582440253,-0.07850685911886661
386,pinspect,0,0.44998368513970755,-0.07850685911886661
387,north-american-scum,0,0.049391784936088916,-0.07850685911886661
388,Smalltalk-Design-Patterns-Assignments,0,0.3113168151660685,-0.07850685911886661
389,jingle_jangle,0,0.1563437787493662,-0.07850685911886661
390,gputools,33,0.1353888778936242,-0.07850685911886661
391,pixelboard,1,0.3723746312245712,-0.07850685911886661
392,TAO-GL,0,0.08158550064353501,-0.07850685911886661
393,beatbox,1,0.22306889211596673,-0.07850685911886661
394,books,1,0.14334231836999137,-0.07850685911886661
395,Tiny-AVR-Programmer,21,0.17163209575049687,-0.07850685911886661
396,ld-decode,37,0.07357407723177462,-0.07850685911886661
397,Wombat_scripts,1,0.26922221165522475,-0.07850685911886661
398,pd-tools,0,0.3058384716439853,-0.07850685911886661
399,glfo,0,0.40468512011595215,-0.07850685911886661
400,buildroot-2012.11-ab,0,0.18903447290761313,-0.07850685911886661
401,crystal,0,0.20860882989577173,-0.07850685911886661
402,3D-parts,35,0.2608695652173913,-0.07850685911886661
403,MooX-Aliases,1,0.37193011604133885,-0.07850685911886661
404,Mini-project_in_Databases,0,0.17847987628778622,-0.07850685911886661
405,svnbranch,0,0.4833214174647656,-0.07850685911886661
406,rust-graph,0,0.5146943099287773,-0.07850685911886661
407,rust-bson,0,0.5257985054982893,-0.07850685911886661
408,erm,1,0.08787263048753768,-0.07850685911886661
409,rajmak.wordpress.com,16,0.11990840381966211,-0.07850685911886661
410,hard-cv,41,0.5578280974237022,-0.07850685911886661
411,christmas-carols,8,0.1484387660921333,-0.07850685911886661
412,rust-codecs,2,0.58188448341103,-0.07850685911886661
413,lilypond-songs,3,0.22049195812036018,-0.07850685911886661
414,tcl_exceptions,1,0.5,-0.07850685911886661
415,Maya_Tools,19,0.13565910289389277,-0.07850685911886661
416,vlogdump,7,0.11748047771336921,-0.07850685911886661
417,hx-signals,0,0.36415676377795264,-0.07850685911886661
418,state-space-model,0,0.3243308600807196,-0.07850685911886661
419,Xtend-utils,0,0.14771385279929328,-0.07850685911886661
420,shookai.org.nginx.conf,1,0.2710635528201787,-0.07850685911886661
421,Gtk-Installer,2,0.3027342673864165,-0.07850685911886661
422,mercury-json,3,0.15878159708342118,-0.07850685911886661
423,coq-fp,1,0.021865666579289678,-0.07850685911886661
424,eagle,1,0.12182846207677134,-0.07850685911886661
425,perl-Text-ANSITable,2,0.22861361622110526,-0.07850685911886661
426,brain-art,0,0.10374702184804953,-0.07850685911886661
427,FunctionalCollections.jl,35,0.037675636278282576,-0.07850685911886661
428,candidacy-exam,1,0.2507638264968496,-0.07850685911886661
429,ExpressionUtils.jl,3,0.8233701323127318,-0.07850685911886661
430,FunctionalUtils.jl,6,0.14393642208447763,-0.07850685911886661
431,MiracleBerries,0,0.5,-0.07850685911886661
432,ValueDispatch.jl,3,0.5218253738039863,-0.07850685911886661
433,rust-llvm,0,0.40495940664012375,-0.07850685911886661
434,cmake-font-lock,5,0.37148651574703667,-0.07850685911886661
435,svlad2,1,0.16113090189988621,-0.07850685911886661
436,DateTime-Format,16,0.17409096767005397,-0.07850685911886661
437,vlab_memoize,0,0.18458271377176136,-0.07850685911886661
438,SocialPoint,0,0.1125525113454392,-0.07850685911886661
439,plowman,1,0.4148567209416243,-0.07850685911886661
440,nme_download_file_example,0,0.04828771258749841,-0.07850685911886661
441,button-masher,0,0.33293238783945345,-0.07850685911886661
442,tensor,4,0.36973339026785856,-0.07850685911886661
443,dwt,1,0.4675529575251966,-0.07850685911886661
444,neerogi,4,0.4253151476088883,-0.07850685911886661
445,PS2_preference_form,2,0.4879078756600405,-0.07850685911886661
446,CPP,0,0.5,-0.07850685911886661
447,debug,0,0.11397902891109059,-0.07850685911886661
448,puttyCluster,7,0.1870713461612763,-0.07850685911886661
449,URLParse.jl,2,0.17207208685186504,-0.07850685911886661
450,Sparki,41,0.0606666384338085,-0.07850685911886661
451,dotfiles,0,0.04433775411088079,-0.07850685911886661
452,EasyAnimTool,0,0.12483927654394993,-0.07850685911886661
453,Datetime-Math,7,0.14011776091274836,-0.07850685911886661
454,klvm,1,0.14665741364667204,-0.07850685911886661
455,appleScript,0,0.4452716121925859,-0.07850685911886661
456,WhoDoTheyServe.com,13,0.4259445895210935,-0.07850685911886661
457,dspunit,1,0.2109623579098946,-0.07850685911886661
458,SolarStud,0,0.7434444906343374,-0.07850685911886661
459,octopus,1,0.08215941086828721,-0.07850685911886661
460,nccoex,1,0.16344681237849745,-0.07850685911886661
461,hatnote.com,0,0.21175277969468642,-0.07850685911886661
462,hi-rezclimate,1,0.6827299782316334,-0.07850685911886661
463,mlworks,18,0.23618379004286327,-0.07850685911886661
464,PopR,2,0.20616576765997874,-0.07850685911886661
465,DStyles,1,0.4574338562508474,-0.07850685911886661
